transaction_id,transaction_date,posting_date,gl_account,cost_centre,department,vendor_id,transaction_type,debit_amount,credit_amount,currency,exchange_rate,reference_number,description,status,created_by,approved_by,erp_batch_id
TXN000289,2023-10-04,2023-10-04,3000,CC001,Finance,VND0045,Payment,0.0,614.92,GBP,1.0,REF00000289,Payment for Accrued Liabilities - HR,Posted,USER009,USER028,BATCH0028
TXN000290,2023-01-08,2023-01-10,1000,CC001,Sales,VND0024,Payment,0.0,158.53,USD,0.9644,REF00000290,Payment for COGS - Operations,Posted,USER006,USER027,BATCH0026
TXN000291,2023-02-17,2023-02-19,4000,CC005,IT,VND0023,Credit Note,295.25,0.0,GBP,1.0,REF00000291,Payment for Accounts Receivable - HR,Posted,USER008,USER030,BATCH0028
TXN000292,2023-05-02,2023-05-02,2000,CC001,Legal,VND0019,Credit Note,0.0,192.58,GBP,1.0,REF00000292,Payment for IT Expenses - Procurement,Posted,USER008,USER024,BATCH0010
TXN000293,2023-03-27,2023-03-27,4400,CC006,Sales,VND0027,Journal Entry,166.66,0.0,GBP,1.0,REF00000293,Payment for Utilities - HR,Posted,USER015,USER030,BATCH0027
TXN000294,2023-07-28,2023-07-28,4400,CC006,Procurement,VND0030,Invoice,0.0,1442.89,GBP,1.0,REF00000294,Payment for COGS - Sales,Posted,USER006,USER028,BATCH0031
TXN000295,2023-09-06,2023-09-09,3000,CC007,HR,VND0026,Invoice,689.19,0.0,GBP,1.0,REF00000295,Payment for Marketing - IT,Posted,USER002,USER023,BATCH0002
TXN000296,2023-09-04,2023-09-07,4100,CC003,Procurement,VND0020,Journal Entry,142.68,0.0,EUR,1.1194,REF00000296,Payment for Other Income - Procurement,Posted,USER020,USER026,BATCH0022
TXN000297,2023-04-20,2023-04-23,4300,CC003,Procurement,VND0014,Invoice,0.0,1555.26,GBP,1.0,REF00000297,Payment for Other Income - Operations,Posted,USER009,USER025,BATCH0024
TXN000298,2023-07-25,2023-07-26,4300,CC004,Finance,VND0025,Credit Note,639.67,0.0,GBP,1.0,REF00000298,Payment for Accrued Liabilities - Operations,Posted,USER018,USER023,BATCH0008
TXN000299,2023-01-31,2023-02-03,4200,CC005,Procurement,VND0022,Debit Note,1365.52,0.0,GBP,1.0,REF00000299,Payment for Accounts Payable - Sales,Posted,USER009,USER027,BATCH0020
TXN000300,2023-03-26,2023-03-29,1100,CC001,Sales,VND0023,Invoice,0.0,1037.37,EUR,0.821,REF00000300,Payment for Travel - Sales,Posted,USER003,USER023,BATCH0016
TXN000301,2023-07-14,2023-07-17,1100,CC002,Finance,VND0047,Credit Note,0.0,116.34,EUR,1.304,REF00000301,Payment for Accrued Liabilities - IT,Pending,USER007,USER021,BATCH0032
TXN000302,2023-01-02,2023-01-04,3100,CC002,IT,VND0025,Invoice,0.0,174.12,GBP,1.0,REF00000302,Payment for Accounts Receivable - Procurement,Posted,USER003,USER025,BATCH0032
TXN000303,2023-07-19,2023-07-22,2000,CC006,HR,VND0049,Journal Entry,1237.61,0.0,GBP,1.0,REF00000303,Payment for Marketing - Legal,Posted,USER005,USER028,BATCH0026
TXN000304,2023-05-16,2023-05-16,4500,CC003,IT,VND0042,Debit Note,0.0,1007.83,GBP,1.0,REF00000304,Payment for Rent - HR,Reversed,USER017,USER029,BATCH0038
TXN000305,2023-08-21,2023-08-24,2000,CC004,HR,VND0008,Journal Entry,0.0,390.98,EUR,1.3019,REF00000305,Payment for Inventory - Legal,Posted,USER010,USER027,BATCH0014
TXN000306,2023-05-27,2023-05-28,4500,CC003,Legal,VND0007,Debit Note,0.0,481.06,GBP,1.0,REF00000306,Payment for Accounts Payable - Sales,Posted,USER002,USER026,BATCH0026
TXN000307,2023-08-05,2023-08-06,3000,CC001,Finance,VND0036,Credit Note,2742.15,0.0,GBP,1.0,REF00000307,Payment for COGS - IT,Posted,USER007,USER027,BATCH0028
TXN000308,2023-12-23,2023-12-26,1200,CC005,Operations,VND0007,Payment,166.11,0.0,GBP,1.0,REF00000308,Payment for COGS - IT,Posted,USER008,USER027,BATCH0016
TXN000309,2023-10-12,2023-10-12,4200,CC003,Operations,VND0036,Credit Note,916.58,0.0,GBP,1.0,REF00000309,Payment for Rent - Sales,Posted,USER008,USER028,BATCH0019
TXN000310,2023-12-05,2023-12-05,4400,CC006,Operations,VND0044,Payment,297.89,0.0,USD,1.2874,REF00000310,Payment for Accrued Liabilities - Legal,Posted,USER019,USER027,BATCH0016
TXN000311,2023-09-07,2023-09-09,4100,CC005,Legal,VND0006,Debit Note,0.0,291.05,GBP,1.0,REF00000311,Payment for Revenue - Procurement,Posted,USER019,USER026,BATCH0040
TXN000312,2023-03-21,2023-03-21,1100,CC001,Procurement,VND0011,Debit Note,0.0,2096.8,GBP,1.0,REF00000312,Payment for Accounts Receivable - Procurement,Posted,USER016,USER027,BATCH0011
TXN000313,2023-04-08,2023-04-10,1000,CC002,Sales,VND0024,Debit Note,1391.48,0.0,GBP,1.0,REF00000313,Payment for Other Income - IT,Posted,USER015,USER029,BATCH0022
TXN000314,2023-06-01,2023-06-03,4200,CC003,IT,VND0038,Debit Note,1366.85,0.0,GBP,1.0,REF00000314,Payment for Accounts Payable - Procurement,Posted,USER004,USER024,BATCH0011
TXN000315,2023-04-22,2023-04-22,4200,CC003,IT,VND0048,Journal Entry,2858.97,0.0,GBP,1.0,REF00000315,Payment for Revenue - HR,Posted,USER018,USER030,BATCH0039
TXN000316,2023-01-30,2023-01-30,2100,CC005,IT,VND0019,Payment,416.34,0.0,USD,1.1127,REF00000316,Payment for Utilities - Legal,Posted,USER002,USER030,BATCH0021
TXN000317,2023-10-24,2023-10-26,3000,CC007,Sales,VND0048,Invoice,0.0,1122.07,GBP,1.0,REF00000317,Payment for Accounts Receivable - IT,Posted,USER011,USER028,BATCH0038
TXN000318,2023-10-05,2023-10-06,1200,CC006,Finance,VND0031,Payment,0.0,253.31,GBP,1.0,REF00000318,Payment for Inventory - Finance,Posted,USER003,USER027,BATCH0025
TXN000319,2023-02-01,2023-02-04,4200,CC005,IT,VND0021,Payment,0.0,656.06,GBP,1.0,REF00000319,Payment for Salaries - HR,Posted,USER007,USER025,BATCH0006
TXN000320,2023-06-10,2023-06-11,2000,CC004,Finance,VND0007,Invoice,0.0,331.88,GBP,1.0,REF00000320,Payment for Rent - IT,Posted,USER016,USER023,BATCH0007
TXN000321,2023-01-30,2023-01-30,4400,CC005,Sales,VND0029,Credit Note,466.61,0.0,USD,0.8568,REF00000321,Payment for Accrued Liabilities - Procurement,Pending,USER004,USER029,BATCH0006
TXN000322,2023-01-26,2023-01-26,3000,CC007,Legal,VND0003,Journal Entry,0.0,985.09,GBP,1.0,REF00000322,Payment for Travel - Sales,Posted,USER015,USER025,BATCH0006
TXN000323,2023-10-27,2023-10-29,3000,CC004,IT,VND0008,Journal Entry,118.23,0.0,GBP,1.0,REF00000323,Payment for Salaries - HR,Posted,USER003,USER030,BATCH0048
TXN000324,2023-09-02,2023-09-05,2000,CC003,HR,VND0019,Debit Note,0.0,9307.55,EUR,1.0683,REF00000324,Payment for Other Income - Finance,Posted,USER016,USER024,BATCH0001
TXN000325,2023-09-15,2023-09-15,4200,CC006,HR,VND0050,Invoice,89.21,0.0,GBP,1.0,REF00000325,Payment for Accounts Receivable - Operations,Posted,USER007,USER029,BATCH0010
TXN000326,2023-09-29,2023-10-02,4300,CC003,Sales,VND0016,Journal Entry,65.28,0.0,GBP,1.0,REF00000326,Payment for Marketing - HR,Posted,USER004,USER027,BATCH0035
TXN000327,2023-03-22,2023-03-23,3000,CC006,Legal,VND0025,Debit Note,2291.97,0.0,EUR,1.1098,REF00000327,Payment for Other Income - Legal,Posted,USER018,USER027,BATCH0028
TXN000328,2023-01-30,2023-02-02,4300,CC006,Procurement,VND0040,Payment,1322.78,0.0,GBP,1.0,REF00000328,Payment for Inventory - HR,Posted,USER019,USER028,BATCH0032
TXN000329,2023-09-18,2023-09-19,3100,CC003,Sales,VND0008,Journal Entry,1028.83,0.0,EUR,1.1577,REF00000329,Payment for Accounts Payable - Finance,Posted,USER007,,BATCH0006
TXN000330,2023-02-11,2023-02-11,3000,CC006,HR,VND0030,Debit Note,1035.37,0.0,GBP,1.0,REF00000330,Payment for Accounts Payable - Sales,Pending,USER020,USER030,BATCH0045
TXN000331,2023-04-06,2023-04-06,4000,CC003,Procurement,VND0003,Payment,0.0,396.09,GBP,1.0,REF00000331,Payment for Revenue - HR,Posted,USER016,USER025,BATCH0042
TXN000332,2023-02-05,2023-02-07,2000,CC004,Finance,VND0045,Journal Entry,0.0,105.02,GBP,1.0,REF00000332,Payment for Inventory - Legal,Posted,USER010,USER030,BATCH0010
TXN000333,2023-11-01,2023-11-02,2100,CC002,Sales,VND0045,Journal Entry,0.0,452.01,GBP,1.0,REF00000333,Payment for Revenue - Finance,Posted,USER019,USER027,BATCH0004
TXN000334,2023-02-04,2023-02-05,2100,CC005,Operations,VND0011,Credit Note,146.1,0.0,GBP,1.0,REF00000334,Payment for Cash - HR,Posted,USER001,USER024,BATCH0001
TXN000335,2023-12-12,2023-12-15,4200,CC006,Sales,VND0041,Credit Note,1741.81,0.0,GBP,1.0,REF00000335,Payment for IT Expenses - Finance,Posted,USER019,USER026,BATCH0031
TXN000336,2023-05-01,2023-05-03,4300,CC007,Finance,VND0025,Invoice,323.57,0.0,GBP,1.0,REF00000336,Payment for IT Expenses - HR,Posted,USER014,USER023,BATCH0012
TXN000337,2023-07-26,2023-07-28,4400,CC003,Operations,VND0007,Debit Note,0.0,116.95,USD,0.8401,REF00000337,Payment for Accounts Payable - IT,Posted,USER004,USER028,BATCH0003
TXN000338,2023-03-03,2023-03-05,4200,CC007,Finance,VND0018,Debit Note,249.12,0.0,GBP,1.0,REF00000338,Payment for Rent - Legal,Posted,USER015,USER030,BATCH0009
TXN000339,2023-10-19,2023-10-20,4300,CC002,Finance,VND0044,Debit Note,0.0,749.49,GBP,1.0,REF00000339,Payment for Revenue - Operations,Posted,USER007,USER021,BATCH0019
TXN000340,2023-05-07,2023-05-07,3100,CC001,Finance,VND0021,Invoice,0.0,173.19,GBP,1.0,REF00000340,Payment for Salaries - Finance,Posted,USER019,USER022,BATCH0024
TXN000341,2023-10-24,2023-10-24,4200,CC007,Procurement,VND0029,Payment,117.53,0.0,GBP,1.0,REF00000341,Payment for Other Income - HR,Pending,USER020,,BATCH0044
TXN000342,2023-11-01,2023-11-04,1200,CC005,Sales,VND0029,Invoice,581.45,0.0,USD,1.1504,REF00000342,Payment for Rent - Operations,Posted,USER015,,BATCH0044
TXN000343,2023-01-21,2023-01-24,2000,CC006,Finance,VND0046,Debit Note,582.57,0.0,GBP,1.0,REF00000343,Payment for Salaries - Operations,Posted,USER001,USER021,BATCH0045
TXN000344,2023-11-14,2023-11-15,3000,CC004,Sales,VND0040,Payment,0.0,188.59,USD,0.9309,REF00000344,Payment for Accounts Receivable - Procurement,Posted,USER009,USER022,BATCH0023
TXN000345,2023-02-11,2023-02-11,2100,CC003,Sales,VND0024,Credit Note,199.03,0.0,GBP,1.0,REF00000345,Payment for Accrued Liabilities - Sales,Posted,USER014,USER026,BATCH0043
TXN000346,2023-08-03,2023-08-05,4000,CC005,Finance,VND0037,Journal Entry,571.39,0.0,USD,1.2405,REF00000346,Payment for Rent - Legal,Posted,USER020,USER023,BATCH0037
TXN000347,2023-12-03,2023-12-03,4200,CC007,Finance,VND0031,Credit Note,45.96,0.0,GBP,1.0,REF00000347,Payment for Travel - Sales,Posted,USER009,USER025,BATCH0006
TXN000348,2023-10-26,2023-10-29,4200,CC006,Sales,VND0039,Journal Entry,0.0,48.85,GBP,1.0,REF00000348,Payment for Accounts Receivable - Procurement,Posted,USER016,USER026,BATCH0003
TXN000349,2023-10-17,2023-10-17,1200,CC005,IT,VND0026,Invoice,137.32,0.0,GBP,1.0,REF00000349,Payment for Utilities - IT,Posted,USER006,USER026,BATCH0011
TXN000350,2023-09-25,2023-09-27,4600,CC003,Finance,VND0024,Credit Note,0.0,292.9,EUR,0.959,REF00000350,Payment for Utilities - Legal,Pending,USER011,USER028,BATCH0020
TXN000351,2023-06-11,2023-06-14,1000,CC001,Finance,VND0023,Debit Note,643.14,0.0,GBP,1.0,REF00000351,Payment for Other Income - HR,Posted,USER017,USER023,BATCH0022
TXN000352,2023-05-14,2023-05-15,1100,CC003,Operations,VND0023,Debit Note,0.0,3688.72,USD,0.8124,REF00000352,Payment for Travel - HR,Posted,USER016,USER022,BATCH0007
TXN000353,2023-04-15,2023-04-15,1200,CC004,Finance,VND0044,Debit Note,1460.43,0.0,EUR,1.2997,REF00000353,Payment for Accounts Payable - Operations,Posted,USER017,USER023,BATCH0003
TXN000354,2023-12-09,2023-12-09,4500,CC002,Procurement,VND0017,Debit Note,317.38,0.0,GBP,1.0,REF00000354,Payment for Cash - Legal,Posted,USER010,USER023,BATCH0038
TXN000355,2023-06-10,2023-06-11,3100,CC004,Sales,VND0040,Debit Note,0.0,392.08,GBP,1.0,REF00000355,Payment for COGS - IT,Posted,USER010,USER022,BATCH0006
TXN000356,2023-05-03,2023-05-04,1000,CC007,Sales,VND0034,Journal Entry,89.68,0.0,EUR,1.147,REF00000356,Payment for Cash - HR,Posted,USER009,USER030,BATCH0003
TXN000357,2023-05-16,2023-05-18,2000,CC002,Legal,VND0021,Payment,0.0,392.38,GBP,1.0,REF00000357,Payment for Other Income - Finance,Posted,USER018,USER029,BATCH0040
TXN000358,2023-07-22,2023-07-22,1100,CC003,Operations,VND0012,Invoice,0.0,261.65,GBP,1.0,REF00000358,Payment for Accounts Receivable - IT,Posted,USER008,USER028,BATCH0001
TXN000359,2023-03-09,2023-03-12,1000,CC001,Legal,VND0020,Invoice,654.64,0.0,GBP,1.0,REF00000359,Payment for Inventory - Procurement,Pending,USER011,USER025,BATCH0013
TXN000360,2023-12-10,2023-12-10,3000,CC006,Operations,VND0028,Credit Note,0.0,116.65,GBP,1.0,REF00000360,Payment for Revenue - Procurement,Posted,USER009,USER024,BATCH0011
TXN000361,2023-11-27,2023-11-29,4600,CC006,HR,VND0048,Credit Note,879.21,0.0,GBP,1.0,REF00000361,Payment for Other Income - Operations,Posted,USER018,USER023,BATCH0026
TXN000362,2023-06-03,2023-06-06,4100,CC007,Finance,VND0045,Debit Note,4020.29,0.0,EUR,1.3097,REF00000362,Payment for Rent - Finance,Pending,USER017,USER022,BATCH0032
TXN000363,2023-08-23,2023-08-26,4000,CC004,Sales,VND0037,Credit Note,342.7,0.0,GBP,1.0,REF00000363,Payment for Accrued Liabilities - Finance,Posted,USER010,USER023,BATCH0007
TXN000364,2023-06-11,2023-06-14,4200,CC001,Legal,VND0033,Invoice,0.0,736.99,GBP,1.0,REF00000364,Payment for Utilities - Legal,Posted,USER015,USER028,BATCH0018
TXN000365,2023-02-07,2023-02-09,4100,CC004,Legal,VND0044,Journal Entry,1135.94,0.0,GBP,1.0,REF00000365,Payment for Travel - Procurement,Posted,USER004,USER023,BATCH0038
TXN000366,2023-01-05,2023-01-05,4600,CC004,HR,VND0036,Payment,0.0,221.0,GBP,1.0,REF00000366,Payment for Cash - IT,Pending,USER006,USER030,BATCH0019
TXN000367,2023-08-23,2023-08-26,4400,CC002,Operations,VND0029,Journal Entry,0.0,564.61,GBP,1.0,REF00000367,Payment for Accrued Liabilities - Operations,Posted,USER016,USER026,BATCH0040
TXN000368,2023-11-15,2023-11-16,4100,CC007,IT,VND0040,Credit Note,411.12,0.0,GBP,1.0,REF00000368,Payment for Travel - IT,Posted,USER001,USER030,BATCH0034
TXN000369,2023-10-16,2023-10-18,3100,CC006,Sales,VND0036,Debit Note,0.0,467.09,GBP,1.0,REF00000369,Payment for Cash - Procurement,Pending,USER011,USER028,BATCH0005
TXN000370,2023-02-21,2023-02-24,1200,CC004,Operations,VND0029,Invoice,0.0,126.53,GBP,1.0,REF00000370,Payment for Salaries - Finance,Posted,USER017,USER028,BATCH0040
TXN000371,2023-02-07,2023-02-09,4200,CC006,IT,VND0007,Credit Note,418.54,0.0,EUR,1.2364,REF00000371,Payment for Revenue - Sales,Posted,USER016,USER030,BATCH0019
TXN000372,2023-10-03,2023-10-04,4400,CC002,Finance,VND0028,Invoice,0.0,851.5,GBP,1.0,REF00000372,Payment for Cash - Finance,Posted,USER016,USER026,BATCH0009
TXN000373,2023-04-20,2023-04-23,2100,CC007,Procurement,VND0010,Journal Entry,3557.15,0.0,GBP,1.0,REF00000373,Payment for COGS - Finance,Posted,USER006,USER026,BATCH0005
TXN000374,2023-09-17,2023-09-17,1000,CC006,Finance,VND0031,Payment,1700.89,0.0,GBP,1.0,REF00000374,Payment for Travel - Legal,Posted,USER006,,BATCH0030
TXN000375,2023-05-16,2023-05-18,4100,CC007,Operations,VND0029,Payment,0.0,10196.23,GBP,1.0,REF00000375,Payment for Other Income - Sales,Posted,USER003,USER025,BATCH0039
TXN000376,2023-03-09,2023-03-12,4000,CC005,Operations,VND0003,Journal Entry,0.0,127.61,USD,1.1768,REF00000376,Payment for Accrued Liabilities - HR,Posted,USER014,USER023,BATCH0017
TXN000377,2023-06-28,2023-07-01,2000,CC001,Operations,VND0029,Journal Entry,1492.91,0.0,EUR,0.7958,REF00000377,Payment for Revenue - Legal,Posted,USER010,USER024,BATCH0011
TXN000378,2023-02-05,2023-02-07,1200,CC006,Legal,VND0010,Invoice,0.0,531.13,GBP,1.0,REF00000378,Payment for Revenue - IT,Posted,USER004,USER026,BATCH0042
TXN000379,2023-05-06,2023-05-07,1000,CC004,IT,VND0024,Credit Note,0.0,10771.99,USD,0.7513,REF00000379,Payment for Accounts Receivable - Procurement,Posted,USER015,USER022,BATCH0050
TXN000380,2023-07-09,2023-07-11,2000,CC005,Legal,VND0045,Journal Entry,0.0,120.01,USD,1.3099,REF00000380,Payment for Marketing - HR,Posted,USER011,USER028,BATCH0045
TXN000381,2023-05-26,2023-05-26,1000,CC004,Finance,VND0007,Invoice,114.48,0.0,GBP,1.0,REF00000381,Payment for COGS - Procurement,Posted,USER018,,BATCH0033
TXN000382,2023-03-22,2023-03-23,1200,CC001,Operations,VND0047,Debit Note,164.17,0.0,GBP,1.0,REF00000382,Payment for Cash - IT,Posted,USER006,USER027,BATCH0007
TXN000383,2023-08-13,2023-08-13,4600,CC007,IT,VND0009,Debit Note,0.0,16.68,GBP,1.0,REF00000383,Payment for Accrued Liabilities - Sales,Posted,USER007,USER026,BATCH0032
TXN000384,2023-10-06,2023-10-06,4300,CC005,Procurement,VND0001,Journal Entry,0.0,183.34,GBP,1.0,REF00000384,Payment for COGS - IT,Posted,USER004,USER024,BATCH0039
TXN000385,2023-12-27,2023-12-29,2100,CC005,HR,VND0040,Payment,0.0,129.19,GBP,1.0,REF00000385,Payment for Travel - Sales,Posted,USER008,USER029,BATCH0015
TXN000386,2023-06-04,2023-06-07,3000,CC001,Procurement,VND0013,Payment,0.0,505.52,GBP,1.0,REF00000386,Payment for Accounts Receivable - Legal,Posted,USER007,USER021,BATCH0045
TXN000387,2023-11-10,2023-11-11,4100,CC004,IT,VND0036,Credit Note,673.6,0.0,GBP,1.0,REF00000387,Payment for Revenue - Procurement,Posted,USER010,USER023,BATCH0019
TXN000388,2023-12-01,2023-12-01,4000,CC001,Legal,VND0045,Debit Note,0.0,6729.5,GBP,1.0,REF00000388,Payment for Accounts Receivable - Finance,Posted,USER017,,BATCH0003
TXN000389,2023-09-28,2023-10-01,4300,CC004,Operations,VND0023,Invoice,1678.47,0.0,GBP,1.0,REF00000389,Payment for Accounts Payable - Finance,Posted,USER010,USER025,BATCH0026
TXN000390,2023-01-05,2023-01-08,1000,CC005,HR,VND0041,Invoice,169.8,0.0,GBP,1.0,REF00000390,Payment for Travel - Finance,Posted,USER011,USER027,BATCH0022
TXN000391,2023-12-08,2023-12-11,1100,CC003,HR,VND0031,Credit Note,0.0,104.83,GBP,1.0,REF00000391,Payment for Inventory - Finance,Posted,USER017,USER025,BATCH0043
TXN000392,2023-10-11,2023-10-12,2000,CC005,Operations,VND0021,Journal Entry,843.77,0.0,EUR,0.8392,REF00000392,Payment for Revenue - Legal,Posted,USER016,USER028,BATCH0011
TXN000393,2023-06-03,2023-06-06,4400,CC003,Operations,VND0003,Invoice,55.68,0.0,GBP,1.0,REF00000393,Payment for IT Expenses - Sales,Posted,USER004,USER026,BATCH0045
TXN000394,2023-12-06,2023-12-08,4500,CC007,Finance,VND0044,Journal Entry,6292.97,0.0,USD,1.1435,REF00000394,Payment for Other Income - Operations,Posted,USER010,USER023,BATCH0031
TXN000395,2023-02-23,2023-02-23,2100,CC003,Legal,VND0002,Debit Note,0.0,2366.48,GBP,1.0,REF00000395,Payment for Inventory - Finance,Posted,USER020,USER030,BATCH0029
TXN000396,2023-03-10,2023-03-13,4600,CC002,Finance,VND0022,Debit Note,0.0,199.58,GBP,1.0,REF00000396,Payment for Accounts Payable - Sales,Posted,USER007,,BATCH0023
TXN000397,2023-05-16,2023-05-16,2000,CC002,Finance,VND0021,Journal Entry,30.89,0.0,USD,0.9422,REF00000397,Payment for Marketing - HR,Posted,USER019,USER025,BATCH0033
TXN000398,2023-03-01,2023-03-02,4100,CC003,Finance,VND0043,Journal Entry,0.0,3074.23,USD,0.9844,REF00000398,Payment for Travel - Procurement,Posted,USER005,USER028,BATCH0020
TXN000399,2023-02-24,2023-02-24,1200,CC004,Sales,VND0016,Journal Entry,339.74,0.0,GBP,1.0,REF00000399,Payment for Cash - Sales,Posted,USER011,USER021,BATCH0019
TXN000400,2023-10-11,2023-10-14,4600,CC001,Procurement,VND0013,Payment,0.0,2583.05,GBP,1.0,REF00000400,Payment for Travel - Finance,Posted,USER006,USER025,BATCH0042
TXN000401,2023-03-21,2023-03-22,4100,CC002,IT,VND0006,Journal Entry,36.91,0.0,GBP,1.0,REF00000401,Payment for Accrued Liabilities - Legal,Posted,USER007,USER026,BATCH0046
TXN000402,2023-05-20,2023-05-21,2000,CC002,Finance,VND0005,Journal Entry,164.18,0.0,GBP,1.0,REF00000402,Payment for Cash - Finance,Posted,USER013,USER029,BATCH0026
TXN000403,2023-05-25,2023-05-26,3000,CC001,HR,VND0009,Payment,406.61,0.0,GBP,1.0,REF00000403,Payment for Cash - HR,Posted,USER006,USER027,BATCH0027
TXN000404,2023-11-06,2023-11-07,1100,CC005,Finance,VND0008,Journal Entry,0.0,432.88,GBP,1.0,REF00000404,Payment for Accounts Receivable - HR,Posted,USER006,USER026,BATCH0016
TXN000405,2023-04-18,2023-04-19,1100,CC004,Operations,VND0013,Credit Note,0.0,205.39,GBP,1.0,REF00000405,Payment for Revenue - Sales,Posted,USER020,USER026,BATCH0020
TXN000406,2023-06-25,2023-06-25,2100,CC002,Procurement,VND0005,Debit Note,1026.87,0.0,USD,1.1828,REF00000406,Payment for Rent - Legal,Posted,USER006,USER029,BATCH0043
TXN000407,2023-04-15,2023-04-18,4600,CC003,HR,VND0016,Debit Note,81.33,0.0,EUR,1.2213,REF00000407,Payment for Marketing - IT,Posted,USER011,USER025,BATCH0021
TXN000408,2023-12-18,2023-12-18,4400,CC003,Legal,VND0021,Payment,325.85,0.0,USD,1.0371,REF00000408,Payment for Accrued Liabilities - Sales,Posted,USER017,USER028,BATCH0014
TXN000409,2023-11-21,2023-11-24,4600,CC001,IT,VND0009,Invoice,483.21,0.0,EUR,0.7904,REF00000409,Payment for Inventory - Operations,Reversed,USER016,USER022,BATCH0016
TXN000410,2023-05-16,2023-05-17,4500,CC005,IT,VND0031,Invoice,0.0,872.76,GBP,1.0,REF00000410,Payment for Rent - IT,Posted,USER020,USER026,BATCH0030
TXN000411,2023-09-16,2023-09-17,4400,CC002,HR,VND0017,Invoice,1173.12,0.0,GBP,1.0,REF00000411,Payment for Accounts Receivable - Operations,Posted,USER014,USER022,BATCH0010
TXN000412,2023-09-08,2023-09-10,4100,CC002,Sales,VND0002,Journal Entry,0.0,74.67,GBP,1.0,REF00000412,Payment for Revenue - Legal,Pending,USER009,,BATCH0046
TXN000413,2023-05-09,2023-05-11,4200,CC001,Operations,VND0003,Debit Note,40.4,0.0,GBP,1.0,REF00000413,Payment for Inventory - Legal,Posted,USER008,USER022,BATCH0010
TXN000414,2023-01-27,2023-01-27,4600,CC005,Finance,VND0020,Journal Entry,0.0,2742.2,GBP,1.0,REF00000414,Payment for Rent - Legal,Posted,USER009,USER023,BATCH0003
TXN000415,2023-02-17,2023-02-17,4000,CC003,Sales,VND0017,Invoice,664.13,0.0,GBP,1.0,REF00000415,Payment for Other Income - Sales,Posted,USER016,USER023,BATCH0006
TXN000416,2023-11-21,2023-11-24,4300,CC004,IT,VND0021,Payment,0.0,131.27,GBP,1.0,REF00000416,Payment for COGS - Sales,Posted,USER010,USER024,BATCH0004
TXN000417,2023-08-05,2023-08-08,4300,CC001,Procurement,VND0017,Debit Note,4132.87,0.0,USD,1.0967,REF00000417,Payment for Accounts Receivable - Procurement,Posted,USER012,USER022,BATCH0038
TXN000418,2023-05-22,2023-05-24,4600,CC004,Operations,VND0019,Debit Note,479.87,0.0,GBP,1.0,REF00000418,Payment for Salaries - Operations,Posted,USER005,,BATCH0008
TXN000419,2023-01-23,2023-01-25,3100,CC005,Legal,VND0042,Credit Note,2365.98,0.0,USD,1.3258,REF00000419,Payment for Rent - IT,Posted,USER010,,BATCH0010
TXN000420,2023-01-02,2023-01-05,3100,CC001,IT,VND0007,Invoice,0.0,446.43,GBP,1.0,REF00000420,Payment for Utilities - IT,Posted,USER011,USER030,BATCH0007
TXN000421,2023-06-20,2023-06-20,4100,CC001,Finance,VND0011,Invoice,0.0,8876.14,USD,0.9171,REF00000421,Payment for Accrued Liabilities - HR,Posted,USER012,,BATCH0029
TXN000422,2023-03-08,2023-03-11,1000,CC003,IT,VND0038,Credit Note,0.0,5613.96,USD,0.8043,REF00000422,Payment for Marketing - Sales,Reversed,USER011,USER028,BATCH0009
TXN000423,2023-11-23,2023-11-23,1100,CC002,Procurement,VND0030,Debit Note,277.7,0.0,EUR,1.3469,REF00000423,Payment for COGS - Operations,Posted,USER015,USER026,BATCH0010
TXN000424,2023-05-15,2023-05-18,1000,CC005,Finance,VND0025,Debit Note,0.0,1732.56,USD,0.8591,REF00000424,Payment for Accounts Receivable - HR,Posted,USER010,USER022,BATCH0047
TXN000425,2023-03-24,2023-03-25,4100,CC005,Operations,VND0038,Payment,1062.16,0.0,GBP,1.0,REF00000425,Payment for Marketing - HR,Posted,USER014,USER021,BATCH0005
TXN000426,2023-08-15,2023-08-16,4600,CC006,HR,VND0020,Payment,0.0,3143.04,GBP,1.0,REF00000426,Payment for IT Expenses - Finance,Posted,USER019,USER024,BATCH0019
TXN000427,2023-10-10,2023-10-10,4200,CC005,Procurement,VND0006,Journal Entry,94.88,0.0,GBP,1.0,REF00000427,Payment for Revenue - Procurement,Posted,USER013,USER022,BATCH0050
TXN000428,2023-12-28,2023-12-28,2000,CC005,Finance,VND0004,Journal Entry,0.0,1128.99,EUR,0.981,REF00000428,Payment for Travel - Legal,Posted,USER014,USER022,BATCH0022
TXN000429,2023-08-07,2023-08-07,2100,CC003,Legal,VND0024,Credit Note,1973.64,0.0,USD,0.9416,REF00000429,Payment for Accounts Payable - Sales,Posted,USER001,,BATCH0045
TXN000430,2023-10-15,2023-10-17,4600,CC006,Legal,VND0021,Journal Entry,28.84,0.0,GBP,1.0,REF00000430,Payment for Utilities - Sales,Reversed,USER013,USER024,BATCH0021
TXN000431,2023-01-05,2023-01-07,4000,CC005,Finance,VND0025,Payment,68.38,0.0,GBP,1.0,REF00000431,Payment for Travel - Operations,Posted,USER002,USER022,BATCH0038
TXN000432,2023-02-27,2023-03-02,1000,CC005,Legal,VND0021,Payment,18.94,0.0,USD,1.0043,REF00000432,Payment for IT Expenses - Finance,Posted,USER014,USER029,BATCH0016
