key,src_debit,src_credit,gl_account_src,department_src,transaction_date_src,currency_src,tgt_debit,tgt_credit,gl_account_tgt,department_tgt,transaction_date_tgt,currency_tgt,reconciliation_status,debit_delta,credit_delta
TXN000385,0.0,129.19,2100,HR,2023-12-27,GBP,0.0,129.19,2100,HR,2023-12-27,GBP,MATCHED,0.0,0.0
TXN000386,0.0,505.52,3000,Procurement,2023-06-04,GBP,0.0,505.52,3000,Procurement,2023-06-04,GBP,MATCHED,0.0,0.0
TXN000387,673.6,0.0,4100,IT,2023-11-10,GBP,673.6,0.0,4100,IT,2023-11-10,GBP,MATCHED,0.0,0.0
TXN000388,0.0,6729.5,4000,Legal,2023-12-01,GBP,0.0,6729.5,4000,Legal,2023-12-01,GBP,MATCHED,0.0,0.0
TXN000389,1678.47,0.0,4300,Operations,2023-09-28,GBP,1678.47,0.0,4300,Operations,2023-09-28,GBP,MATCHED,0.0,0.0
TXN000390,169.8,0.0,1000,HR,2023-01-05,GBP,169.8,0.0,1000,HR,2023-01-05,GBP,MATCHED,0.0,0.0
TXN000391,0.0,104.83,1100,HR,2023-12-08,GBP,0.0,104.83,1100,HR,2023-12-08,GBP,MATCHED,0.0,0.0
TXN000392,843.77,0.0,2000,Operations,2023-10-11,EUR,843.77,0.0,2000,Operations,2023-10-11,EUR,MATCHED,0.0,0.0
TXN000393,55.68,0.0,4400,Operations,2023-06-03,GBP,55.68,0.0,4400,Operations,2023-06-03,GBP,MATCHED,0.0,0.0
TXN000394,6292.97,0.0,4500,Finance,2023-12-06,USD,6292.97,0.0,4500,Finance,2023-12-06,USD,MATCHED,0.0,0.0
TXN000395,0.0,2366.48,2100,Legal,2023-02-23,GBP,0.0,2366.48,2100,Legal,2023-02-23,GBP,MATCHED,0.0,0.0
TXN000396,0.0,199.58,4600,Finance,2023-03-10,GBP,0.0,199.58,4600,Finance,2023-03-10,GBP,MATCHED,0.0,0.0
TXN000397,30.89,0.0,2000,Finance,2023-05-16,USD,30.89,0.0,2000,Finance,2023-05-16,USD,MATCHED,0.0,0.0
TXN000398,0.0,3074.23,4100,Finance,2023-03-01,USD,0.0,3074.23,4100,Finance,2023-03-01,USD,MATCHED,0.0,0.0
TXN000399,339.74,0.0,1200,Sales,2023-02-24,GBP,339.74,0.0,1200,Sales,2023-02-24,GBP,MATCHED,0.0,0.0
TXN000400,0.0,2583.05,4600,Procurement,2023-10-11,GBP,0.0,2583.05,4600,Procurement,2023-10-11,GBP,MATCHED,0.0,0.0
TXN000401,36.91,0.0,4100,IT,2023-03-21,GBP,36.91,0.0,4100,IT,2023-03-21,GBP,MATCHED,0.0,0.0
TXN000402,164.18,0.0,2000,Finance,2023-05-20,GBP,164.18,0.0,2000,Finance,2023-05-20,GBP,MATCHED,0.0,0.0
TXN000403,406.61,0.0,3000,HR,2023-05-25,GBP,406.61,0.0,3000,HR,2023-05-25,GBP,MATCHED,0.0,0.0
TXN000404,0.0,432.88,1100,Finance,2023-11-06,GBP,0.0,432.88,1100,Finance,2023-11-06,GBP,MATCHED,0.0,0.0
TXN000405,0.0,205.39,1100,Operations,2023-04-18,GBP,0.0,205.39,1100,Operations,2023-04-18,GBP,MATCHED,0.0,0.0
TXN000406,1026.87,0.0,2100,Procurement,2023-06-25,USD,1026.87,0.0,2100,Procurement,2023-06-25,USD,MATCHED,0.0,0.0
TXN000407,81.33,0.0,4600,HR,2023-04-15,EUR,81.33,0.0,4600,HR,2023-04-15,EUR,MATCHED,0.0,0.0
TXN000408,325.85,0.0,4400,Legal,2023-12-18,USD,325.85,0.0,4400,Legal,2023-12-18,USD,MATCHED,0.0,0.0
TXN000409,483.21,0.0,4600,IT,2023-11-21,EUR,483.21,0.0,4600,IT,2023-11-21,EUR,MATCHED,0.0,0.0
TXN000410,0.0,872.76,4500,IT,2023-05-16,GBP,0.0,872.76,4500,IT,2023-05-16,GBP,MATCHED,0.0,0.0
TXN000411,1173.12,0.0,4400,HR,2023-09-16,GBP,1173.12,0.0,4400,HR,2023-09-16,GBP,MATCHED,0.0,0.0
TXN000412,0.0,74.67,4100,Sales,2023-09-08,GBP,0.0,74.67,4100,Sales,2023-09-08,GBP,MATCHED,0.0,0.0
TXN000413,40.4,0.0,4200,Operations,2023-05-09,GBP,40.4,0.0,4200,Operations,2023-05-09,GBP,MATCHED,0.0,0.0
TXN000414,0.0,2742.2,4600,Finance,2023-01-27,GBP,0.0,2742.2,4600,Finance,2023-01-27,GBP,MATCHED,0.0,0.0
TXN000415,664.13,0.0,4000,Sales,2023-02-17,GBP,664.13,0.0,4000,Sales,2023-02-17,GBP,MATCHED,0.0,0.0
TXN000416,0.0,131.27,4300,IT,2023-11-21,GBP,0.0,131.27,4300,IT,2023-11-21,GBP,MATCHED,0.0,0.0
TXN000417,4132.87,0.0,4300,Procurement,2023-08-05,USD,4132.87,0.0,4300,Procurement,2023-08-05,USD,MATCHED,0.0,0.0
TXN000418,479.87,0.0,4600,Operations,2023-05-22,GBP,479.87,0.0,4600,Operations,2023-05-22,GBP,MATCHED,0.0,0.0
TXN000419,2365.98,0.0,3100,Legal,2023-01-23,USD,2365.98,0.0,3100,Legal,2023-01-23,USD,MATCHED,0.0,0.0
TXN000420,0.0,446.43,3100,IT,2023-01-02,GBP,0.0,446.43,3100,IT,2023-01-02,GBP,MATCHED,0.0,0.0
TXN000421,0.0,8876.14,4100,Finance,2023-06-20,USD,0.0,8876.14,4100,Finance,2023-06-20,USD,MATCHED,0.0,0.0
TXN000422,0.0,5613.96,1000,IT,2023-03-08,USD,0.0,5613.96,1000,IT,2023-03-08,USD,MATCHED,0.0,0.0
TXN000423,277.7,0.0,1100,Procurement,2023-11-23,EUR,277.7,0.0,1100,Procurement,2023-11-23,EUR,MATCHED,0.0,0.0
TXN000424,0.0,1732.56,1000,Finance,2023-05-15,USD,0.0,1732.56,1000,Finance,2023-05-15,USD,MATCHED,0.0,0.0
TXN000425,1062.16,0.0,4100,Operations,2023-03-24,GBP,1062.16,0.0,4100,Operations,2023-03-24,GBP,MATCHED,0.0,0.0
TXN000426,0.0,3143.04,4600,HR,2023-08-15,GBP,0.0,3143.04,4600,HR,2023-08-15,GBP,MATCHED,0.0,0.0
TXN000427,94.88,0.0,4200,Procurement,2023-10-10,GBP,94.88,0.0,4200,Procurement,2023-10-10,GBP,MATCHED,0.0,0.0
TXN000428,0.0,1128.99,2000,Finance,2023-12-28,EUR,0.0,1128.99,2000,Finance,2023-12-28,EUR,MATCHED,0.0,0.0
TXN000429,1973.64,0.0,2100,Legal,2023-08-07,USD,1973.64,0.0,2100,Legal,2023-08-07,USD,MATCHED,0.0,0.0
TXN000430,28.84,0.0,4600,Legal,2023-10-15,GBP,28.84,0.0,4600,Legal,2023-10-15,GBP,MATCHED,0.0,0.0
TXN000431,68.38,0.0,4000,Finance,2023-01-05,GBP,68.38,0.0,4000,Finance,2023-01-05,GBP,MATCHED,0.0,0.0
TXN000432,18.94,0.0,1000,Legal,2023-02-27,USD,18.94,0.0,1000,Legal,2023-02-27,USD,MATCHED,0.0,0.0
TXN000433,0.0,269.32,4400,HR,2023-02-08,GBP,0.0,269.32,4400,HR,2023-02-08,GBP,MATCHED,0.0,0.0
TXN000434,0.0,1183.6,2000,Procurement,2023-12-20,GBP,0.0,1183.6,2000,Procurement,2023-12-20,GBP,MATCHED,0.0,0.0
TXN000435,0.0,3841.18,1100,Legal,2023-03-18,GBP,0.0,3841.18,1100,Legal,2023-03-18,GBP,MATCHED,0.0,0.0
TXN000436,0.0,450.85,4200,Finance,2023-10-07,EUR,0.0,450.85,4200,Finance,2023-10-07,EUR,MATCHED,0.0,0.0
TXN000437,4642.11,0.0,4400,Sales,2023-01-19,GBP,4642.11,0.0,4400,Sales,2023-01-19,GBP,MATCHED,0.0,0.0
TXN000438,50.9,0.0,1100,Sales,2023-07-09,GBP,50.9,0.0,1100,Sales,2023-07-09,GBP,MATCHED,0.0,0.0
TXN000439,0.0,31.34,4600,Operations,2023-10-26,GBP,0.0,31.34,4600,Operations,2023-10-26,GBP,MATCHED,0.0,0.0
TXN000440,0.0,371.18,3100,Procurement,2023-10-10,GBP,0.0,371.18,3100,Procurement,2023-10-10,GBP,MATCHED,0.0,0.0
TXN000441,0.0,717.73,2100,Procurement,2023-03-17,GBP,0.0,717.73,2100,Procurement,2023-03-17,GBP,MATCHED,0.0,0.0
TXN000442,0.0,384.12,4500,Operations,2023-08-09,USD,0.0,384.12,4500,Operations,2023-08-09,USD,MATCHED,0.0,0.0
TXN000443,18.15,0.0,2000,Sales,2023-03-07,GBP,18.15,0.0,2000,Sales,2023-03-07,GBP,MATCHED,0.0,0.0
TXN000444,352.95,0.0,4600,Procurement,2023-01-22,GBP,352.95,0.0,4600,Procurement,2023-01-22,GBP,MATCHED,0.0,0.0
TXN000445,0.0,57.01,4200,HR,2023-06-07,GBP,0.0,57.01,4200,HR,2023-06-07,GBP,MATCHED,0.0,0.0
TXN000446,1101.59,0.0,4500,IT,2023-07-06,GBP,1101.59,0.0,4500,IT,2023-07-06,GBP,MATCHED,0.0,0.0
TXN000447,699.17,0.0,3100,Procurement,2023-01-21,USD,699.42,0.0,3100,Procurement,2023-01-21,USD,AMOUNT_DISCREPANCY,-0.25,0.0
TXN000448,98.51,0.0,1200,HR,2023-07-03,USD,,,,,,,MISSING_IN_TARGET,,
TXN000449,186.64,0.0,4300,IT,2023-04-18,GBP,186.64,0.0,4300,IT,2023-04-18,GBP,MATCHED,0.0,0.0
TXN000450,82.37,0.0,4500,Operations,2023-12-16,GBP,82.37,0.0,4500,Operations,2023-12-16,GBP,MATCHED,0.0,0.0
TXN000451,0.0,367.23,1200,Sales,2023-05-08,GBP,0.0,367.23,1200,Sales,2023-05-08,GBP,MATCHED,0.0,0.0
TXN000452,0.0,1690.39,1200,Finance,2023-12-08,GBP,0.0,1690.39,1200,Finance,2023-12-08,GBP,MATCHED,0.0,0.0
TXN000453,91.97,0.0,2000,Operations,2023-02-22,GBP,91.97,0.0,2000,Operations,2023-02-22,GBP,MATCHED,0.0,0.0
TXN000454,0.0,859.26,4100,IT,2023-07-01,GBP,0.0,859.26,4100,IT,2023-07-01,GBP,MATCHED,0.0,0.0
TXN000455,0.0,182.11,1200,Procurement,2023-10-14,GBP,0.0,182.11,1200,Procurement,2023-10-14,GBP,MATCHED,0.0,0.0
TXN000456,0.0,122.82,1100,Finance,2023-07-28,GBP,0.0,122.82,1100,Finance,2023-07-28,GBP,MATCHED,0.0,0.0
TXN000457,0.0,343.59,4500,Finance,2023-11-14,GBP,0.0,343.59,4500,Finance,2023-11-14,GBP,MATCHED,0.0,0.0
TXN000458,0.0,85.38,4200,Finance,2023-03-21,GBP,0.0,85.38,4200,Finance,2023-03-21,GBP,MATCHED,0.0,0.0
TXN000459,175.83,0.0,4200,Finance,2023-05-02,GBP,175.83,0.0,4200,Finance,2023-05-02,GBP,MATCHED,0.0,0.0
TXN000460,66.9,0.0,4100,Procurement,2023-03-25,USD,66.9,0.0,4100,Procurement,2023-03-25,USD,MATCHED,0.0,0.0
TXN000461,7685.48,0.0,4300,Legal,2023-04-01,GBP,7685.48,0.0,4300,Legal,2023-04-01,GBP,MATCHED,0.0,0.0
TXN000462,0.0,425.34,4000,HR,2023-07-31,GBP,0.0,425.34,4000,HR,2023-07-31,GBP,MATCHED,0.0,0.0
TXN000463,141.23,0.0,1000,Procurement,2023-01-13,GBP,141.23,0.0,1000,Procurement,2023-01-13,GBP,MATCHED,0.0,0.0
TXN000464,0.0,556.11,3100,Operations,2023-04-02,GBP,0.0,556.11,3100,Operations,2023-04-02,GBP,MATCHED,0.0,0.0
TXN000465,0.0,340.87,4100,Procurement,2023-06-20,GBP,0.0,340.87,4100,Procurement,2023-06-20,GBP,MATCHED,0.0,0.0
TXN000466,289.61,0.0,3100,Finance,2023-07-30,GBP,289.61,0.0,3100,Finance,2023-07-30,GBP,MATCHED,0.0,0.0
TXN000467,1013.59,0.0,4600,Finance,2023-12-09,GBP,1013.59,0.0,4600,Finance,2023-12-09,GBP,MATCHED,0.0,0.0
TXN000468,0.0,1256.72,4500,Sales,2023-05-08,GBP,0.0,1256.72,4500,Sales,2023-05-08,GBP,MATCHED,0.0,0.0
TXN000469,0.0,182.04,4500,Sales,2023-05-17,GBP,0.0,182.04,4500,Sales,2023-05-17,GBP,MATCHED,0.0,0.0
TXN000470,0.0,170.08,3100,Sales,2023-03-23,GBP,0.0,170.08,3100,Sales,2023-03-23,GBP,MATCHED,0.0,0.0
TXN000471,267.05,0.0,4600,Operations,2023-12-26,GBP,267.05,0.0,4600,Operations,2023-12-26,GBP,MATCHED,0.0,0.0
TXN000472,12.77,0.0,4500,Procurement,2023-02-25,GBP,12.77,0.0,4500,Procurement,2023-02-25,GBP,MATCHED,0.0,0.0
TXN000473,41.56,0.0,2000,IT,2023-07-15,GBP,41.56,0.0,2000,IT,2023-07-15,GBP,MATCHED,0.0,0.0
TXN000474,0.0,3134.77,2000,Operations,2023-01-20,GBP,0.0,3134.77,2000,Operations,2023-01-20,GBP,MATCHED,0.0,0.0
TXN000475,4757.38,0.0,4100,HR,2023-08-29,GBP,4757.38,0.0,4100,HR,2023-08-29,GBP,MATCHED,0.0,0.0
TXN000476,0.0,277.67,1000,Legal,2023-04-24,GBP,0.0,277.67,1000,Legal,2023-04-24,GBP,MATCHED,0.0,0.0
TXN000477,957.99,0.0,4400,IT,2023-04-13,USD,957.99,0.0,4400,IT,2023-04-13,USD,MATCHED,0.0,0.0
TXN000478,643.47,0.0,3100,Legal,2023-08-24,GBP,643.47,0.0,3100,Legal,2023-08-24,GBP,MATCHED,0.0,0.0
TXN000479,40876.93,0.0,4000,Finance,2023-06-29,GBP,40876.95,0.0,4000,Finance,2023-06-29,GBP,AMOUNT_DISCREPANCY,-0.02,0.0
TXN000480,2163.24,0.0,4000,IT,2023-06-06,USD,2163.24,0.0,4000,IT,2023-06-06,USD,MATCHED,0.0,0.0
TXN000481,0.0,332.99,3000,Legal,2023-04-27,GBP,0.0,332.99,3000,Legal,2023-04-27,GBP,MATCHED,0.0,0.0
TXN000482,0.0,96.23,4200,HR,2023-04-25,USD,0.0,96.23,4200,HR,2023-04-25,USD,MATCHED,0.0,0.0
TXN000483,0.0,36.25,1200,HR,2023-01-13,USD,0.0,36.25,1200,HR,2023-01-13,USD,MATCHED,0.0,0.0
TXN000484,0.0,547.41,4600,HR,2023-12-04,GBP,0.0,547.41,4600,HR,2023-12-04,GBP,MATCHED,0.0,0.0
TXN000485,129.73,0.0,4200,IT,2023-04-09,EUR,129.73,0.0,4200,IT,2023-04-09,EUR,MATCHED,0.0,0.0
TXN000486,0.0,47.78,3100,Finance,2023-07-24,GBP,0.0,47.78,3100,Finance,2023-07-24,GBP,MATCHED,0.0,0.0
TXN000487,152.95,0.0,4200,IT,2023-06-18,GBP,152.95,0.0,4200,IT,2023-06-18,GBP,MATCHED,0.0,0.0
TXN000488,0.0,79.65,1000,Legal,2023-05-23,EUR,0.0,79.65,1000,Legal,2023-05-23,EUR,MATCHED,0.0,0.0
TXN000489,5068.06,0.0,1200,HR,2023-02-05,EUR,5068.06,0.0,1200,HR,2023-02-05,EUR,MATCHED,0.0,0.0
TXN000490,0.0,1513.92,4100,Procurement,2023-05-23,GBP,0.0,1513.92,4100,Procurement,2023-05-23,GBP,MATCHED,0.0,0.0
TXN000491,398.63,0.0,2100,IT,2023-06-29,GBP,398.63,0.0,2100,IT,2023-06-29,GBP,MATCHED,0.0,0.0
TXN000492,3714.19,0.0,4100,Finance,2023-11-25,USD,3714.19,0.0,4100,Finance,2023-11-25,USD,MATCHED,0.0,0.0
TXN000493,453.07,0.0,2000,Sales,2023-09-18,GBP,453.07,0.0,2000,Sales,2023-09-18,GBP,MATCHED,0.0,0.0
TXN000494,110.84,0.0,4000,IT,2023-07-24,GBP,110.84,0.0,4000,IT,2023-07-24,GBP,MATCHED,0.0,0.0
TXN000495,0.0,3962.72,2000,Finance,2023-12-14,GBP,0.0,3962.72,2000,Finance,2023-12-14,GBP,MATCHED,0.0,0.0
TXN000496,0.0,905.39,3100,Procurement,2023-10-02,GBP,0.0,905.39,3100,Procurement,2023-10-02,GBP,MATCHED,0.0,0.0
TXN000497,85.13,0.0,4100,Procurement,2023-06-19,USD,85.13,0.0,4100,Procurement,2023-06-19,USD,MATCHED,0.0,0.0
TXN000498,0.0,303.23,3000,Procurement,2023-01-15,GBP,0.0,303.23,3000,Procurement,2023-01-15,GBP,MATCHED,0.0,0.0
TXN000499,108.48,0.0,3100,Procurement,2023-03-01,USD,108.48,0.0,3100,Procurement,2023-03-01,USD,MATCHED,0.0,0.0
TXN000500,50.69,0.0,1200,IT,2023-05-14,EUR,50.69,0.0,1200,IT,2023-05-14,EUR,MATCHED,0.0,0.0
TXN000501,0.0,1618.52,4200,Sales,2023-04-02,GBP,,,,,,,MISSING_IN_TARGET,,
TXN000502,7073.6,0.0,3000,IT,2023-10-25,USD,,,,,,,MISSING_IN_TARGET,,
TXN000503,0.0,49.51,4400,HR,2023-05-16,GBP,0.0,49.51,4400,HR,2023-05-16,GBP,MATCHED,0.0,0.0
TXN000504,0.0,938.66,2000,IT,2023-01-20,GBP,0.0,938.66,2000,IT,2023-01-20,GBP,MATCHED,0.0,0.0
TXN000505,152.02,0.0,1200,Legal,2023-02-25,GBP,152.02,0.0,1200,Legal,2023-02-25,GBP,MATCHED,0.0,0.0
TXN000506,0.0,194.28,1100,Procurement,2023-11-02,GBP,0.0,194.28,1100,Procurement,2023-11-02,GBP,MATCHED,0.0,0.0
TXN000507,0.0,165.9,4100,HR,2023-08-11,GBP,0.0,165.9,4100,HR,2023-08-11,GBP,MATCHED,0.0,0.0
TXN000508,110.39,0.0,2000,Legal,2023-06-26,GBP,110.39,0.0,2000,Legal,2023-06-26,GBP,MATCHED,0.0,0.0
TXN000509,0.0,433.89,1100,HR,2023-06-10,GBP,0.0,433.89,1100,HR,2023-06-10,GBP,MATCHED,0.0,0.0
TXN000510,116.0,0.0,2000,Finance,2023-08-12,GBP,116.0,0.0,2000,Finance,2023-08-12,GBP,MATCHED,0.0,0.0
TXN000511,605.28,0.0,2000,Finance,2023-11-07,GBP,605.28,0.0,2000,Finance,2023-11-07,GBP,MATCHED,0.0,0.0
TXN000512,0.0,374.14,3100,Sales,2023-09-19,GBP,0.0,374.14,3100,Sales,2023-09-19,GBP,MATCHED,0.0,0.0
TXN000513,281.91,0.0,3000,HR,2023-03-01,GBP,281.91,0.0,3000,HR,2023-03-01,GBP,MATCHED,0.0,0.0
TXN000514,103.41,0.0,1200,Sales,2023-07-17,EUR,103.41,0.0,1200,Sales,2023-07-17,EUR,MATCHED,0.0,0.0
TXN000515,169.84,0.0,4600,Finance,2023-10-23,GBP,169.84,0.0,4600,Finance,2023-10-23,GBP,MATCHED,0.0,0.0
TXN000516,0.0,1252.74,1200,Legal,2023-04-08,USD,0.0,1252.74,1200,Legal,2023-04-08,USD,MATCHED,0.0,0.0
TXN000517,0.0,855.23,4400,HR,2023-05-11,USD,0.0,855.23,4400,HR,2023-05-11,USD,MATCHED,0.0,0.0
TXN000518,93.1,0.0,1200,Finance,2023-01-23,USD,93.1,0.0,1200,Finance,2023-01-23,USD,MATCHED,0.0,0.0
TXN000519,468.25,0.0,3100,HR,2023-12-29,GBP,468.25,0.0,3100,HR,2023-12-29,GBP,MATCHED,0.0,0.0
TXN000520,1245.24,0.0,4600,HR,2023-08-12,GBP,1245.24,0.0,4600,HR,2023-08-12,GBP,MATCHED,0.0,0.0
TXN000521,0.0,32.98,4400,HR,2023-01-01,GBP,0.0,32.98,4400,HR,2023-01-01,GBP,MATCHED,0.0,0.0
TXN000522,0.0,911.45,4000,Procurement,2023-09-24,GBP,0.0,911.45,4000,Procurement,2023-09-24,GBP,MATCHED,0.0,0.0
TXN000523,0.0,149.32,4300,Operations,2023-10-03,USD,0.0,149.32,4300,Operations,2023-10-03,USD,MATCHED,0.0,0.0
TXN000524,0.0,949.46,4300,Procurement,2023-12-18,GBP,0.0,949.46,4300,Procurement,2023-12-18,GBP,MATCHED,0.0,0.0
TXN000525,0.0,128.39,2100,Procurement,2023-12-10,GBP,0.0,128.39,2100,Procurement,2023-12-10,GBP,MATCHED,0.0,0.0
TXN000526,0.0,26.91,4000,Legal,2023-04-11,USD,0.0,26.91,4000,Legal,2023-04-11,USD,MATCHED,0.0,0.0
TXN000527,0.0,35.12,4000,Finance,2023-07-06,GBP,0.0,35.12,4000,Finance,2023-07-06,GBP,MATCHED,0.0,0.0
TXN000528,0.0,433.6,3000,HR,2023-08-09,USD,0.0,433.6,3000,HR,2023-08-09,USD,MATCHED,0.0,0.0
TXN000529,0.0,595.61,4200,HR,2023-02-05,USD,0.0,595.61,4200,HR,2023-02-05,USD,MATCHED,0.0,0.0
TXN000530,103.91,0.0,1000,Finance,2023-12-07,GBP,103.91,0.0,1000,Finance,2023-12-07,GBP,MATCHED,0.0,0.0
TXN000531,0.0,1051.41,4400,HR,2023-06-19,EUR,0.0,1051.41,4400,HR,2023-06-19,EUR,MATCHED,0.0,0.0
TXN000532,0.0,33.37,3100,IT,2023-11-16,GBP,0.0,33.37,3100,IT,2023-11-16,GBP,MATCHED,0.0,0.0
TXN000533,0.0,365.36,4100,Legal,2023-06-10,GBP,0.0,365.36,4100,Legal,2023-06-10,GBP,MATCHED,0.0,0.0
TXN000534,0.0,65.59,3100,IT,2023-12-06,GBP,0.0,65.59,3100,IT,2023-12-06,GBP,MATCHED,0.0,0.0
TXN000535,151.75,0.0,2100,Legal,2023-03-05,EUR,151.75,0.0,2100,Legal,2023-03-05,EUR,MATCHED,0.0,0.0
TXN000536,0.0,433.16,3000,Operations,2023-06-03,GBP,0.0,433.16,3000,Operations,2023-06-03,GBP,MATCHED,0.0,0.0
TXN000537,0.0,110.98,4000,Procurement,2023-09-17,GBP,0.0,110.98,4000,Procurement,2023-09-17,GBP,MATCHED,0.0,0.0
TXN000538,0.0,226.6,4600,Procurement,2023-06-08,GBP,0.0,226.6,4600,Procurement,2023-06-08,GBP,MATCHED,0.0,0.0
TXN000539,0.0,1825.19,2000,Legal,2023-12-08,GBP,0.0,1825.19,2000,Legal,2023-12-08,GBP,MATCHED,0.0,0.0
TXN000540,0.0,169.81,1000,HR,2023-07-29,GBP,0.0,169.81,1000,HR,2023-07-29,GBP,MATCHED,0.0,0.0
TXN000541,1413.1,0.0,1100,HR,2023-06-17,GBP,1413.1,0.0,1100,HR,2023-06-17,GBP,MATCHED,0.0,0.0
TXN000542,74.1,0.0,4500,Procurement,2023-07-26,GBP,74.1,0.0,4500,Procurement,2023-07-26,GBP,MATCHED,0.0,0.0
TXN000543,893.11,0.0,4600,Sales,2023-12-23,GBP,893.11,0.0,4600,Sales,2023-12-23,GBP,MATCHED,0.0,0.0
TXN000544,3506.43,0.0,1200,Finance,2023-06-01,GBP,3506.43,0.0,1200,Finance,2023-06-01,GBP,MATCHED,0.0,0.0
TXN000545,0.0,10.0,4100,Procurement,2023-10-11,GBP,0.0,10.0,4100,Procurement,2023-10-11,GBP,MATCHED,0.0,0.0
TXN000546,0.0,122.08,4200,HR,2023-03-07,GBP,0.0,122.08,4200,HR,2023-03-07,GBP,MATCHED,0.0,0.0
TXN000547,0.0,958.73,1200,IT,2023-04-09,USD,0.0,958.73,1200,IT,2023-04-09,USD,MATCHED,0.0,0.0
TXN000548,0.0,297.51,4300,Sales,2023-08-04,GBP,0.0,297.51,4300,Sales,2023-08-04,GBP,MATCHED,0.0,0.0
TXN000549,0.0,703.96,2100,HR,2023-12-07,EUR,0.0,703.96,2100,HR,2023-12-07,EUR,MATCHED,0.0,0.0
TXN000550,0.0,163.04,4200,Procurement,2023-07-14,EUR,0.0,163.04,4200,Procurement,2023-07-14,EUR,MATCHED,0.0,0.0
TXN000551,0.0,459.38,3100,HR,2023-12-13,GBP,0.0,459.38,3100,HR,2023-12-13,GBP,MATCHED,0.0,0.0
TXN000552,0.0,319.41,4300,IT,2023-03-31,GBP,0.0,319.41,4300,IT,2023-03-31,GBP,MATCHED,0.0,0.0
TXN000553,0.0,2325.46,4500,IT,2023-11-12,GBP,0.0,2325.46,4500,IT,2023-11-12,GBP,MATCHED,0.0,0.0
TXN000554,0.0,590.89,3000,Sales,2023-10-19,GBP,0.0,590.89,3000,Sales,2023-10-19,GBP,MATCHED,0.0,0.0
TXN000555,0.0,669.41,2100,Sales,2023-06-04,USD,0.0,669.41,2100,Sales,2023-06-04,USD,MATCHED,0.0,0.0
TXN000556,0.0,217.5,4100,Sales,2023-07-27,EUR,0.0,217.5,4100,Sales,2023-07-27,EUR,MATCHED,0.0,0.0
TXN000557,194.14,0.0,1200,IT,2023-10-08,GBP,194.14,0.0,1200,IT,2023-10-08,GBP,MATCHED,0.0,0.0
TXN000558,210.85,0.0,1200,HR,2023-01-01,USD,210.85,0.0,1200,HR,2023-01-01,USD,MATCHED,0.0,0.0
TXN000559,0.0,729.0,4400,Finance,2023-06-05,GBP,0.0,729.0,4400,Finance,2023-06-05,GBP,MATCHED,0.0,0.0
TXN000560,0.0,214.55,2100,Legal,2023-05-27,GBP,0.0,214.55,2100,Legal,2023-05-27,GBP,MATCHED,0.0,0.0
TXN000561,0.0,623.07,4100,HR,2023-04-18,GBP,0.0,623.07,4100,HR,2023-04-18,GBP,MATCHED,0.0,0.0
TXN000562,9073.39,0.0,4100,Operations,2023-08-09,GBP,9073.39,0.0,4100,Operations,2023-08-09,GBP,MATCHED,0.0,0.0
TXN000563,0.0,1490.23,4400,Sales,2023-10-24,GBP,0.0,1490.23,4400,Sales,2023-10-24,GBP,MATCHED,0.0,0.0
TXN000564,247.39,0.0,1000,Finance,2023-11-07,GBP,247.39,0.0,1000,Finance,2023-11-07,GBP,MATCHED,0.0,0.0
TXN000565,2445.05,0.0,1200,Sales,2023-12-02,EUR,2445.05,0.0,1200,Sales,2023-12-02,EUR,MATCHED,0.0,0.0
TXN000566,0.0,218.74,2000,Finance,2023-06-14,GBP,0.0,218.74,2000,Finance,2023-06-14,GBP,MATCHED,0.0,0.0
TXN000567,0.0,18.97,2100,HR,2023-08-27,USD,0.0,18.97,2100,HR,2023-08-27,USD,MATCHED,0.0,0.0
TXN000568,88.93,0.0,2100,Finance,2023-08-15,GBP,88.93,0.0,2100,Finance,2023-08-15,GBP,MATCHED,0.0,0.0
TXN000569,24.38,0.0,2000,Sales,2023-08-15,GBP,24.38,0.0,2000,Sales,2023-08-15,GBP,MATCHED,0.0,0.0
TXN000570,238.11,0.0,4200,IT,2023-12-12,GBP,238.11,0.0,4200,IT,2023-12-12,GBP,MATCHED,0.0,0.0
TXN000571,0.0,414.73,2000,Operations,2023-04-20,GBP,0.0,414.73,2000,Operations,2023-04-20,GBP,MATCHED,0.0,0.0
TXN000572,0.0,4987.33,3100,Sales,2023-09-19,GBP,0.0,4987.33,3100,Sales,2023-09-19,GBP,MATCHED,0.0,0.0
TXN000573,658.78,0.0,4500,Procurement,2023-08-31,GBP,658.78,0.0,4500,Procurement,2023-08-31,GBP,MATCHED,0.0,0.0
TXN000574,0.0,290.43,3000,HR,2023-03-28,GBP,0.0,290.43,3000,HR,2023-03-28,GBP,MATCHED,0.0,0.0
TXN000575,0.0,1399.83,4100,Sales,2023-12-04,GBP,0.0,1399.83,4100,Sales,2023-12-04,GBP,MATCHED,0.0,0.0
TXN000576,14.63,0.0,4600,IT,2023-02-13,GBP,14.63,0.0,4600,IT,2023-02-13,GBP,MATCHED,0.0,0.0
TXN000577,574.46,0.0,3000,IT,2023-05-26,GBP,574.46,0.0,3000,IT,2023-05-26,GBP,MATCHED,0.0,0.0
TXN000578,0.0,1282.16,1200,Operations,2023-09-21,GBP,0.0,1282.16,1200,Operations,2023-09-21,GBP,MATCHED,0.0,0.0
